Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,threshold
Srarp,3.761089356255358,4.010786776128878,1.8476468196871896,2.1707540279845867,0.0299497707286633,NA,NA
Gm13612,2.077386140938571,4.007142560128502,1.8495152275457862,2.166590737101299,0.030266074321315936,NA,NA
8430430B14Rik,6.4507741924311714,3.9760735382603043,1.6761052140076484,2.3722099931622553,0.017682038001493837,0.3955287515038079,FALSE
Nppb,5.418249934807064,3.9741856648639,3.0325094230420717,1.310527062065048,NA,NA,NA
Jsrp1,2.9669606893452576,3.9476777193362067,2.4312636043563067,1.6237143978393822,0.10443677674540869,NA,NA
Cst12,0.6744315167932584,3.944533699969625,4.587272200792275,0.8598865572634558,0.38985157933040016,NA,NA
Gm6125,1.5121897537965492,3.938870966223354,2.5804145485914876,1.5264489065810671,0.12689810570090565,NA,NA
Gm32857,5.520595219578387,3.933360049205975,1.7039947695981645,2.3083169733751814,0.020981513071393985,0.4089828004273024,FALSE
Prap1,4.0884157112365695,3.930865191184664,2.3815922272613195,1.6505198271094923,0.09883666149495479,NA,NA
Gpr37,1.5649440528889131,3.904810930689146,3.4570383583979494,1.1295249071227262,0.25867646862867416,NA,NA
Gm32815,1.68127490309061,3.8914862052367516,2.8690101345021373,1.356386357245143,0.17497627172398883,NA,NA
Mcpt8,17.57856245595441,3.8735575325906053,1.6247256543389854,2.384130220536556,0.017119543309325434,0.3925388829204384,FALSE
Gm2895,2.3997966531473764,3.8720989310921388,2.1489783195922545,1.8018324781549344,0.07157176618526614,NA,NA
Tmem61,0.645621173412147,3.8701352178525195,4.588596898501642,0.8434245377091789,0.39899105340122093,NA,NA
Gm34590,7.081975815677217,3.8527864613073275,2.544510298256671,1.5141563639758109,0.12998618600891826,0.5953000395316952,FALSE
Gm45212,0.9520357870361054,3.8495894268609177,4.588974841018919,0.8388778671112019,0.40153784902589523,NA,NA
Usp29,1.4857507410932718,3.8403517775546936,2.6202369163887775,1.4656505881336426,0.14274350191832244,NA,NA
Ssmem1,3.0932266619549895,3.8388264739251476,1.5986777268504138,2.4012509897714622,0.01633912523552079,NA,NA
